value,description,codesystem,code,iri
Lateral canthal tendon laxity,"Laxity of the tendon stabilising the lateral aspect of the tarsal plate to the zygomatic bone. This can result in rounded appearence of the lateral canthus. Also, when the eyelid is pulled medially, more than 2 mm movement of the canthal angle may be observed.",HP,HP:0032030,http://purl.obolibrary.org/obo/HP_0032030
Medial canthal tendon laxity,Laxity of the tendon stabilising the medial aspect of the tarsal plate to the anterior and posterior lacrimal crests. This may lead to more than 2mm movement of the punctum when the eyelid is pulled laterally.,HP,HP:0032031,http://purl.obolibrary.org/obo/HP_0032031
Horizontal eyelid laxity,"Abnormally lax eyelid associated with tissue relaxation, predominantly in the horizontal plane. It can be demonstrated by the horizontal eyelid distraction test (e.g. by pulling the eyelid medially and laterally). Medial and/or lateral canthal tendon laxity are often present.",HP,HP:0032032,http://purl.obolibrary.org/obo/HP_0032032
Vertical eyelid laxity,"Abnormally lax eyelid associated with tissue relaxation, predominantly in the vertical plane. It can be demonstrated by vertical lid pull. Loosening of vertical stabilising structures (e.g. lower lid retractors) or tarsal atrophy are often present.",HP,HP:0032033,http://purl.obolibrary.org/obo/HP_0032033
Upper eyelid laxity,Abnormally lax upper eyelid associated with tissue relaxation.,HP,HP:0032034,http://purl.obolibrary.org/obo/HP_0032034
Lower eyelid laxity,Abnormally lax lower eyelid associated with tissue relaxation.,HP,HP:0032035,http://purl.obolibrary.org/obo/HP_0032035
Abnormal contrast sensitivity,"An abnormality in perception of contrast. Spatial contrast is a physical dimension referring to the light-dark transition of a border or an edge in an image that delineates the existence of a pattern or an object. Contrast sensitivity refers to a measure of how much contrast a person requires to see a target. Contrast-sensitivity measurements differ from acuity measurements; acuity is a measure of the spatial-resolving ability of the visual system under conditions of very high contrast, whereas contrast sensitivity is a measure of the threshold contrast for seeing a target.",HP,HP:0032036,http://purl.obolibrary.org/obo/HP_0032036
Mildly reduced visual acuity,Mild reduction of the ability to see defined as visual acuity less than 6/12 (20/40 in US notation; 0.5 in decimal notation) but at least 6/18 (20/63 in US notation; 0.32 in decimal notation).,HP,HP:0032037,http://purl.obolibrary.org/obo/HP_0032037
Abnormality of the ocular adnexa,"An anomaly of the adjacent structures (i.e., adnexa) of the eye, defined as the lacrimal apparatus, the extraocular muscles and the eyelids, eyelashes, eyebrows and the conjunctiva.",HP,HP:0032039,http://purl.obolibrary.org/obo/HP_0032039
Abnormal ocular adnexa physiology,"A functional anomaly of the adjacent structures (i.e., adnexa) of the eye, defined as the lacrimal apparatus, the extraocular muscles and the eyelids, eyelashes, eyebrows and the conjunctiva.",HP,HP:0032040,http://purl.obolibrary.org/obo/HP_0032040
Vocal cord polyp,"A small growth on a vocal cord that may appear as pedunculated or sessile and have varying size, shape, and color.",HP,HP:0032041,http://purl.obolibrary.org/obo/HP_0032041
Odynophagia,Pain experienced with swallowing.,HP,HP:0032043,http://purl.obolibrary.org/obo/HP_0032043
Decreased vigilance,A reduction in the ability to maintain sustained attention characterized by reduced alertness.,HP,HP:0032044,http://purl.obolibrary.org/obo/HP_0032044
Hypoplastic carotid canal,"Underdevelopment of the carotid canal, which normally is a circular aperture in the temporal bone of the skull through which the internal carotid artery and the carotid plexus of nerves traverse.",HP,HP:0032045,http://purl.obolibrary.org/obo/HP_0032045
Focal cortical dysplasia,"A type of malformation of cortical development that primarily affects areas of neocortex. It can be identified on conventional magnetic resonance imaging as focal cortical thickening, abnormal gyration, and blurring between gray and white matter, often associated with clusters of heterotopic neurons.",HP,HP:0032046,http://purl.obolibrary.org/obo/HP_0032046
Focal cortical dysplasia type I,A type of focal cortical dysplasia that is characterized by abnormal cortical layering.,HP,HP:0032047,http://purl.obolibrary.org/obo/HP_0032047
Focal cortical dysplasia type Ia,A subtype of focal cortical dysplasia type I that is characterized by abnormal radial cortical lamination.,HP,HP:0032048,http://purl.obolibrary.org/obo/HP_0032048
Focal cortical dysplasia type Ib,A subtype of focal cortical dysplasia type I that is characterized by abnormal tangential cortical lamination.,HP,HP:0032049,http://purl.obolibrary.org/obo/HP_0032049
Focal cortical dysplasia type Ic,A subtype of focal cortical dysplasia type I that is characterized by abnormal radial and tangential cortical lamination.,HP,HP:0032050,http://purl.obolibrary.org/obo/HP_0032050
Focal cortical dysplasia type II,A type of focal cortical dysplasia that is characterized by disrupted cortical lamination and specific cytological abnormalities.,HP,HP:0032051,http://purl.obolibrary.org/obo/HP_0032051
Focal cortical dysplasia type IIa,"A subtype of focal cortical dysplasia type II that is characterized by dysmorphic neurons, which present with a significantly enlarged cell body and nucleus, malorientation, abnormally distributed intracellular Nissl substance and cytoplasmic accumulation of neurofilament proteins.",HP,HP:0032052,http://purl.obolibrary.org/obo/HP_0032052
Focal cortical dysplasia type IIb,A subtype of focal cortical dysplasia type II that is characterized by dysmorphic neurons (significantly enlarged with accumulation of neurofilament proteins) and balloon cells.,HP,HP:0032053,http://purl.obolibrary.org/obo/HP_0032053
Focal cortical dysplasia type III,"A type of focal cortical dysplasia that is characterized by cortical lamination abnormalities associated with a principal lesion, usually adjacent to or affecting the same cortical area/lobe.",HP,HP:0032054,http://purl.obolibrary.org/obo/HP_0032054
Focal cortical dysplasia type IIIa,A subtype of focal cortical dysplasia type III that is characterized by alterations in architectural organisation (cortical dyslamination) or cytoarchitectural composition (hypertrophic neurons outside Layer 5) in patients with hippocampal sclerosis (also known as Ammon's horn sclerosis).,HP,HP:0032055,http://purl.obolibrary.org/obo/HP_0032055
Focal cortical dysplasia type IIIb,"A subtype of focal cortical dysplasia type III that is characterized by altered architectural (cortical dyslamination, hypoplasia without six-layered structure) and/or cytoarchitectural composition (hypertrophic neurons) of the neocortex, which occur adjacent to glial or glioneuronal tumor.",HP,HP:0032056,http://purl.obolibrary.org/obo/HP_0032056
Focal cortical dysplasia type IIIc,"A subtype of focal cortical dysplasia type III that is characterized by alterations in architectural (cortical dyslamination, hypoplasia) or cytoarchitectural composition of the neocortex (hypertrophic neurons), which occur adjacent to vascular malformations (cavernomas, arteriovenous malformations, leptomeningeal vascular malformations, telangiectasias, meningioangiomatosis).",HP,HP:0032057,http://purl.obolibrary.org/obo/HP_0032057
Focal cortical dysplasia type IIId,"A subtype of focal cortical dysplasia type III that is characterized by altered architectural (cortical dyslamination, hypoplasia without six-layered structure) or cytoarchitectural composition (hypertrophic neurons) of the neocortex, which occur adjacent to other lesions acquired during early life (not included into FCD Type IIIa-c). These lesions comprise a large spectrum including traumatic brain injury, glial scarring after prenatal or perinatal ischemic injury or bleeding, and inflammatory or infectious diseases, i.e. Rasmussen encephalitis, limbic encephalitis, bacterial or viral infections.",HP,HP:0032058,http://purl.obolibrary.org/obo/HP_0032058
Mild malformation of cortical development,A malformation of cortical development characterized by mild abnormalities of the cortex: excessive heterotopic neurons in Layer 1 or microscopic neuronal clusters or excess of single neurons of normal morphology in deep white matter.,HP,HP:0032059,http://purl.obolibrary.org/obo/HP_0032059
Epithelioid hemangioma,"A benign neoplasm that includes blood vessel proliferation and a dense eosinophilic inflammatory infiltrate, manifesting as flesh/plum-colored pruritic nodules and papules, most commonly affecting the ear and the periauricular area.",HP,HP:0032060,http://purl.obolibrary.org/obo/HP_0032060
Hypereosinophilia,A severely increased count of eosinophils in the blood defined as a blood eosinophil count of 1.5 × 10e9/L or greater (one and a half billion cells per liter).,HP,HP:0032061,http://purl.obolibrary.org/obo/HP_0032061
Mallory-Weiss tear,Vomiting-induced mucosal laceration at the esophago-gastric junction.,HP,HP:0032062,http://purl.obolibrary.org/obo/HP_0032062
Ankle joint effusion,Abnormal accumulation of fluid in or around the ankle joint.,HP,HP:0032063,http://purl.obolibrary.org/obo/HP_0032063
Gastrointestinal eosinophilia,"Eosinophilic infiltration of one or more gastrointestinal organs. Gastrointestinal eosinophilia is a broad term for abnormal eosinophil accumulation in the GI tract, involving many different disease identities. These diseases include primary eosinophil associated gastrointestinal diseases, gastrointestinal eosinophilia in HES and all gastrointestinal eosinophilic states associated with known causes. Each of these diseases has its unique features but there is no absolute boundary between them.",HP,HP:0032064,http://purl.obolibrary.org/obo/HP_0032064
Abnormal serum bicarbonate concentration,"Any deviation from the normal concentration of bicarbonate, HCO3[-], in the circulation.",HP,HP:0032065,http://purl.obolibrary.org/obo/HP_0032065
Decreased serum bicarbonate concentration,"An abnormal reduction of the concentration of bicarbonate, HCO3[-], in the circulation.",HP,HP:0032066,http://purl.obolibrary.org/obo/HP_0032066
Elevated serum bicarbonate concentration,"An abnormal increase in the concentration of bicarbonate, HCO3[-], in the circulation.",HP,HP:0032067,http://purl.obolibrary.org/obo/HP_0032067
Increased urinary mucus,"An increased amount of urinary mucus. A small amount of mucus is produced by mucous membrane epithelial cells of the urinary tract. An increased amount of mucus can be detected upon urinalysis or other assays and may indicate conditions such as urinary tract infection, urinary tract reconstruction involving the use of bowel segments, or contamination of the urine sample prior to urinalysis.",HP,HP:0032068,http://purl.obolibrary.org/obo/HP_0032068
Anti-thyroglobulin antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react to thyroglobulin.,HP,HP:0032069,http://purl.obolibrary.org/obo/HP_0032069
Leptomeningeal enhancement,"Contrast material enhancement of the pia mater or enhancement that extends into the subarachnoid spaces of the sulci and cisterns is leptomeningeal enhancement. Leptomeningeal enhancement is usually associated with meningitis, which may be bacterial, viral, or fungal. The primary mechanism of this enhancement is breakdown of the blood-brain barrier without angiogenesis.",HP,HP:0032070,http://purl.obolibrary.org/obo/HP_0032070
